full_country_year,country_full,year_full,country,year,MPI,var_sample,A_int,A_avg,A_avg_raw,A_int_rank,centrality_w_norm,centrality_w_norm_rank,full_names,,,,,,,
Dominican Republic  2007,Dominican Republic ,2007,dom,7,0.144505787,d_educ_01,0.014116098,0.031777999,0.130389688,3,0.125180632,4,Schooling,,,COK,Cook Islands (the),,,
Dominican Republic  2007,Dominican Republic ,2007,dom,7,0.144505787,d_elct_01,0.003991875,0.012895994,0.140513912,8,0.053833547,7,Electricity,,,CRI,Costa Rica,,,
Dominican Republic  2007,Dominican Republic ,2007,dom,7,0.144505787,d_wtr_01,0.005704867,0.013977875,0.13880092,7,0.055601152,6,Drinking water,,,HRV,Croatia,,,
Dominican Republic  2007,Dominican Republic ,2007,dom,7,0.144505787,d_sani_01,0.019103281,0.038837118,0.125402505,2,0.147842065,2,Sanitation,,,CUB,Cuba,,,
Dominican Republic  2007,Dominican Republic ,2007,dom,7,0.144505787,d_hsg_01,0.070028151,0.06598567,0.074477636,1,0.312356555,1,Housing,,,CUW,Curaçao,,,
Dominican Republic  2007,Dominican Republic ,2007,dom,7,0.144505787,d_ckfl_01,0.010802563,0.02919885,0.133703224,5,0.116360259,5,Cooking fuel,,,CYP,Cyprus,,,
Dominican Republic  2007,Dominican Republic ,2007,dom,7,0.144505787,d_asst_01,0.012375819,0.032723145,0.132129968,4,0.129360362,3,Assets,,,CZE,Czechia,,,
Togo 2014,Togo,2014,tgo,14,0.465489481,d_cm_01,0.033832289,0.169864167,0.431657192,6,0.075538398,6,Child mortality,,,CIV,Côte d'Ivoire,,,
Togo 2014,Togo,2014,tgo,14,0.465489481,d_nutr_01,0.027618877,0.149374728,0.437870604,8,0.06648538,8,Nutrition,,,DNK,Denmark,,,
Togo 2014,Togo,2014,tgo,14,0.465489481,d_satt_01,0.016762755,0.098884802,0.448726725,10,0.044118226,10,School attendance,,,DJI,Djibouti,,,
Togo 2014,Togo,2014,tgo,14,0.465489481,d_educ_01,0.028185478,0.159436899,0.437304002,7,0.070857914,7,Schooling,,,DMA,Dominica,,,
Togo 2014,Togo,2014,tgo,14,0.465489481,d_elct_01,0.059045806,0.300983872,0.406443674,3,0.133928413,3,Electricity,,,DOM,Dominican Republic (the),,,
Togo 2014,Togo,2014,tgo,14,0.465489481,d_wtr_01,0.048545992,0.246301811,0.416943489,4,0.10959303,4,Drinking water,,,ECU,Ecuador,,,
Togo 2014,Togo,2014,tgo,14,0.465489481,d_sani_01,0.085491416,0.354885027,0.379998064,2,0.161559328,2,Sanitation,,,EGY,Egypt,,,
Togo 2014,Togo,2014,tgo,14,0.465489481,d_hsg_01,0.046611823,0.246612117,0.418877658,5,0.109343313,5,Housing,,,SLV,El Salvador,,,
Togo 2014,Togo,2014,tgo,14,0.465489481,d_ckfl_01,0.094329787,0.365989979,0.371159693,1,0.168625443,1,Cooking fuel,,,GNQ,Equatorial Guinea,,,
Togo 2014,Togo,2014,tgo,14,0.465489481,d_asst_01,0.025065256,0.134939124,0.440424225,9,0.059950554,9,Assets,,,ERI,Eritrea,,,
Madagascar 2009,Madagascar,2009,mdg,9,0.606502241,d_cm_01,0.006393816,0.043067255,0.600108424,10,0.012281908,10,Child mortality,,,EST,Estonia,,,
Madagascar 2009,Madagascar,2009,mdg,9,0.606502241,d_nutr_01,0.034676245,0.215883554,0.571825996,8,0.061315817,8,Nutrition,,,SWZ,Eswatini,,,
Madagascar 2009,Madagascar,2009,mdg,9,0.606502241,d_satt_01,0.026825004,0.176225793,0.579677237,9,0.050038916,9,School attendance,,,ETH,Ethiopia,,,
Madagascar 2009,Madagascar,2009,mdg,9,0.606502241,d_educ_01,0.059554818,0.372023759,0.546947423,6,0.105472207,6,Schooling,,,FLK,Falkland Islands (the) [Malvinas],,,
Madagascar 2009,Madagascar,2009,mdg,9,0.606502241,d_elct_01,0.082875705,0.476980271,0.523626536,3,0.136123031,3,Electricity,,,FRO,Faroe Islands (the),,,
Madagascar 2009,Madagascar,2009,mdg,9,0.606502241,d_wtr_01,0.061750191,0.377375252,0.54475205,5,0.107104656,5,Drinking water,,,FJI,Fiji,,,
Madagascar 2009,Madagascar,2009,mdg,9,0.606502241,d_sani_01,0.097350775,0.504424238,0.509151465,2,0.145781234,2,Sanitation,,,FIN,Finland,,,
Madagascar 2009,Madagascar,2009,mdg,9,0.606502241,d_hsg_01,0.078479592,0.456116318,0.528022649,4,0.130008798,4,Housing,,,FRA,France,,,
Madagascar 2009,Madagascar,2009,mdg,9,0.606502241,d_ckfl_01,0.099219288,0.506377476,0.507282953,1,0.146683552,1,Cooking fuel,,,GUF,French Guiana,,,
Madagascar 2009,Madagascar,2009,mdg,9,0.606502241,d_asst_01,0.059376807,0.371161709,0.547125434,7,0.105189881,7,Assets,,,PYF,French Polynesia,,,
Timor-Leste 2010,Timor-Leste,2010,tls,10,0.516846508,d_cm_01,0.006031753,0.033729583,0.510814755,10,0.012676912,10,Child mortality,,,ATF,French Southern Territories (the),,,
Timor-Leste 2010,Timor-Leste,2010,tls,10,0.516846508,d_nutr_01,0.058352483,0.274588595,0.458494025,5,0.104368507,6,Nutrition,,,GAB,Gabon,,,
Timor-Leste 2010,Timor-Leste,2010,tls,10,0.516846508,d_satt_01,0.031882923,0.175945845,0.484963586,8,0.066238774,8,School attendance,,,GMB,Gambia (the),,,
Timor-Leste 2010,Timor-Leste,2010,tls,10,0.516846508,d_educ_01,0.021895884,0.13368761,0.494950624,9,0.050329659,9,Schooling,,,GEO,Georgia,,,
Timor-Leste 2010,Timor-Leste,2010,tls,10,0.516846508,d_elct_01,0.061882942,0.334562721,0.454963566,4,0.125993936,4,Electricity,,,DEU,Germany,,,
Timor-Leste 2010,Timor-Leste,2010,tls,10,0.516846508,d_wtr_01,0.046689903,0.254557611,0.470156605,7,0.09584204,7,Drinking water,,,GHA,Ghana,,,
Timor-Leste 2010,Timor-Leste,2010,tls,10,0.516846508,d_sani_01,0.057521797,0.305914823,0.459324711,6,0.115386516,5,Sanitation,,,GIB,Gibraltar,,,
Timor-Leste 2010,Timor-Leste,2010,tls,10,0.516846508,d_hsg_01,0.074425962,0.372890069,0.442420546,2,0.141503764,2,Housing,,,GRC,Greece,,,
Timor-Leste 2010,Timor-Leste,2010,tls,10,0.516846508,d_ckfl_01,0.095924212,0.416725893,0.420922296,1,0.161520403,1,Cooking fuel,,,GRL,Greenland,,,
Timor-Leste 2010,Timor-Leste,2010,tls,10,0.516846508,d_asst_01,0.062238648,0.334651629,0.45460786,3,0.126139489,3,Assets,,,GRD,Grenada,,,
Chad 2010,Chad,2010,tcd,10,0.70061954,d_cm_01,0.045392479,0.305156843,0.655227061,10,0.066422644,10,Child mortality,,,GLP,Guadeloupe,,,
Chad 2010,Chad,2010,tcd,10,0.70061954,d_nutr_01,0.04764434,0.325751214,0.6529752,9,0.07085247,9,Nutrition,,,GUM,Guam,,,
Chad 2010,Chad,2010,tcd,10,0.70061954,d_satt_01,0.049657926,0.347967608,0.650961615,8,0.075597585,8,School attendance,,,GTM,Guatemala,,,
Chad 2010,Chad,2010,tcd,10,0.70061954,d_educ_01,0.065126918,0.443571303,0.635492622,6,0.096494283,6,Schooling,,,GGY,Guernsey,,,
Chad 2010,Chad,2010,tcd,10,0.70061954,d_elct_01,0.093733313,0.589288611,0.606886227,3,0.129161116,2,Electricity,,,GIN,Guinea,,,
Chad 2010,Chad,2010,tcd,10,0.70061954,d_wtr_01,0.067020396,0.453579424,0.633599144,5,0.098633499,5,Drinking water,,,GNB,Guinea-Bissau,,,
Chad 2010,Chad,2010,tcd,10,0.70061954,d_sani_01,0.08962309,0.568309081,0.61099645,4,0.124422129,4,Sanitation,,,GUY,Guyana,,,
Chad 2010,Chad,2010,tcd,10,0.70061954,d_hsg_01,0.09395167,0.588555631,0.60666787,2,0.129057562,3,Housing,,,HTI,Haiti,,,
Chad 2010,Chad,2010,tcd,10,0.70061954,d_ckfl_01,0.097216819,0.596784677,0.603402721,1,0.131211988,1,Cooking fuel,,,HMD,Heard Island and McDonald Islands,,,
Chad 2010,Chad,2010,tcd,10,0.70061954,d_asst_01,0.051252589,0.360058631,0.649366952,7,0.078146722,7,Assets,,,VAT,Holy See (the),,,
Senegal 2005,Senegal,2005,sen,5,0.432668067,d_cm_01,0.02048903,0.106997507,0.412179037,10,0.046251773,10,Child mortality,,,HND,Honduras,,,
Senegal 2005,Senegal,2005,sen,5,0.432668067,d_nutr_01,0.031993225,0.169711394,0.400674843,9,0.073478644,9,Nutrition,,,HKG,Hong Kong,,,
Senegal 2005,Senegal,2005,sen,5,0.432668067,d_satt_01,0.0540005,0.24825722,0.378667568,3,0.109094051,4,School attendance,,,HUN,Hungary,,,
Senegal 2005,Senegal,2005,sen,5,0.432668067,d_educ_01,0.055294543,0.287077249,0.377373524,2,0.124720268,3,Schooling,,,ISL,Iceland,,,
Senegal 2005,Senegal,2005,sen,5,0.432668067,d_elct_01,0.0528695,0.29811379,0.379798567,4,0.128614772,2,Electricity,,,IND,India,,,
Senegal 2005,Senegal,2005,sen,5,0.432668067,d_wtr_01,0.038596611,0.219222083,0.394071456,7,0.094676813,6,Drinking water,,,IDN,Indonesia,,,
Senegal 2005,Senegal,2005,sen,5,0.432668067,d_sani_01,0.041309798,0.210666364,0.391358269,6,0.091901056,8,Sanitation,,,IRN,Iran (Islamic Republic of),,,
Senegal 2005,Senegal,2005,sen,5,0.432668067,d_hsg_01,0.036313927,0.219392008,0.39635414,8,0.094148529,7,Housing,,,IRQ,Iraq,,,
Senegal 2005,Senegal,2005,sen,5,0.432668067,d_ckfl_01,0.059686908,0.309888858,0.372981159,1,0.135081093,1,Cooking fuel,,,IRL,Ireland,,,
Senegal 2005,Senegal,2005,sen,5,0.432668067,d_asst_01,0.042114026,0.236471943,0.390554042,5,0.102033002,5,Assets,,,IMN,Isle of Man,,,
Nigeria 2013,Nigeria,2013,nga,13,0.425101125,d_cm_01,0.013097579,0.069497805,0.412003546,10,0.034719372,10,Child mortality,,,ISR,Israel,,,
Nigeria 2013,Nigeria,2013,nga,13,0.425101125,d_nutr_01,0.042706493,0.195481012,0.382394632,6,0.098337632,6,Nutrition,,,ITA,Italy,,,
Nigeria 2013,Nigeria,2013,nga,13,0.425101125,d_satt_01,0.027882701,0.155310747,0.397218423,7,0.077589936,8,School attendance,,,JAM,Jamaica,,,
Nigeria 2013,Nigeria,2013,nga,13,0.425101125,d_educ_01,0.027126152,0.156981132,0.397974973,8,0.078278545,7,Schooling,,,JPN,Japan,,,
Nigeria 2013,Nigeria,2013,nga,13,0.425101125,d_elct_01,0.046981547,0.239563253,0.378119578,5,0.119306062,4,Electricity,,,JEY,Jersey,,,
Nigeria 2013,Nigeria,2013,nga,13,0.425101125,d_wtr_01,0.051247929,0.227566677,0.373853195,3,0.114355111,5,Drinking water,,,JOR,Jordan,,,
Nigeria 2013,Nigeria,2013,nga,13,0.425101125,d_sani_01,0.065803225,0.25175546,0.359297899,2,0.128713309,2,Sanitation,,,KAZ,Kazakhstan,,,
Nigeria 2013,Nigeria,2013,nga,13,0.425101125,d_hsg_01,0.051009658,0.257841385,0.374091467,4,0.128621897,3,Housing,,,KEN,Kenya,,,
Nigeria 2013,Nigeria,2013,nga,13,0.425101125,d_ckfl_01,0.077958612,0.315366809,0.347142512,1,0.161493484,1,Cooking fuel,,,KIR,Kiribati,,,
Nigeria 2013,Nigeria,2013,nga,13,0.425101125,d_asst_01,0.021287228,0.117507449,0.403813896,9,0.058584652,9,Assets,,,PRK,Korea (the Democratic People's Republic of),,,
Sao Tome and Principe 2019,Sao Tome and Principe,2019,stp,19,0.18827653,d_cm_01,0.001382534,0.003801527,0.186893996,9,0.009193285,9,Child mortality,,,KOR,Korea (the Republic of),,,
Sao Tome and Principe 2019,Sao Tome and Principe,2019,stp,19,0.18827653,d_nutr_01,0.00997437,0.022857205,0.17830216,7,0.055011788,7,Nutrition,,,KWT,Kuwait,,,
Sao Tome and Principe 2019,Sao Tome and Principe,2019,stp,19,0.18827653,d_satt_01,0.006903894,0.018605956,0.181372636,8,0.045208138,8,School attendance,,,KGZ,Kyrgyzstan,,,
Sao Tome and Principe 2019,Sao Tome and Principe,2019,stp,19,0.18827653,d_educ_01,0.013454042,0.034974629,0.174822488,6,0.085262656,5,Schooling,,,LAO,Lao People's Democratic Republic (the),,,
Sao Tome and Principe 2019,Sao Tome and Principe,2019,stp,19,0.18827653,d_elct_01,0.017079765,0.051513877,0.171196766,4,0.126206356,4,Electricity,,,LVA,Latvia,,,
Sao Tome and Principe 2019,Sao Tome and Principe,2019,stp,19,0.18827653,d_wtr_01,0.014943499,0.03107555,0.173333031,5,0.074687891,6,Drinking water,,,LBN,Lebanon,,,
Sao Tome and Principe 2019,Sao Tome and Principe,2019,stp,19,0.18827653,d_sani_01,0.055068189,0.096623219,0.133208341,1,0.249075159,1,Sanitation,,,LSO,Lesotho,,,
Sao Tome and Principe 2019,Sao Tome and Principe,2019,stp,19,0.18827653,d_hsg_01,0.001309762,0.003029078,0.186966768,10,0.007297407,10,Housing,,,LBR,Liberia,,,
Sao Tome and Principe 2019,Sao Tome and Principe,2019,stp,19,0.18827653,d_ckfl_01,0.050700534,0.084876531,0.137575996,2,0.217791887,2,Cooking fuel,,,LBY,Libya,,,
Sao Tome and Principe 2019,Sao Tome and Principe,2019,stp,19,0.18827653,d_asst_01,0.017459941,0.053345358,0.170816589,3,0.130265433,3,Assets,,,LIE,Liechtenstein,,,
Central African Republic  2010,Central African Republic ,2010,caf,10,0.628483539,d_cm_01,0.042007937,0.258087716,0.586475602,7,0.069156665,7,Child mortality,,,LTU,Lithuania,,,
Central African Republic  2010,Central African Republic ,2010,caf,10,0.628483539,d_nutr_01,0.038548046,0.238284562,0.589935493,9,0.063836291,9,Nutrition,,,LUX,Luxembourg,,,
Central African Republic  2010,Central African Republic ,2010,caf,10,0.628483539,d_satt_01,0.033450461,0.218555079,0.595033079,10,0.058484646,10,School attendance,,,MAC,Macao,,,
Central African Republic  2010,Central African Republic ,2010,caf,10,0.628483539,d_educ_01,0.038907378,0.257333143,0.589576162,8,0.068728147,8,Schooling,,,MDG,Madagascar,,,
Central African Republic  2010,Central African Republic ,2010,caf,10,0.628483539,d_elct_01,0.08947244,0.508177167,0.539011099,2,0.137267422,2,Electricity,,,MWI,Malawi,,,
Central African Republic  2010,Central African Republic ,2010,caf,10,0.628483539,d_wtr_01,0.061463511,0.369224438,0.567020028,6,0.099080591,6,Drinking water,,,MYS,Malaysia,,,
Central African Republic  2010,Central African Republic ,2010,caf,10,0.628483539,d_sani_01,0.063769214,0.401588072,0.564714325,5,0.107310867,5,Sanitation,,,MDV,Maldives,,,
Central African Republic  2010,Central African Republic ,2010,caf,10,0.628483539,d_hsg_01,0.085356062,0.492050464,0.543127477,3,0.132657842,3,Housing,,,MLI,Mali,,,
Central African Republic  2010,Central African Republic ,2010,caf,10,0.628483539,d_ckfl_01,0.099528678,0.52713779,0.528954862,1,0.143792494,1,Cooking fuel,,,MLT,Malta,,,
Central African Republic  2010,Central African Republic ,2010,caf,10,0.628483539,d_asst_01,0.075979813,0.444986159,0.552503727,4,0.119685035,4,Assets,,,MHL,Marshall Islands (the),,,
Palestine 2014,Palestine,2014,pse,14,0.019065879,d_cm_01,0.002108392,0.000740071,0.016957487,4,0.093069876,5,Child mortality,,,MTQ,Martinique,,,
Palestine 2014,Palestine,2014,pse,14,0.019065879,d_nutr_01,0.006382523,0.001521519,0.012683356,1,0.236885183,1,Nutrition,,,MRT,Mauritania,,,
Palestine 2014,Palestine,2014,pse,14,0.019065879,d_satt_01,0.003317722,0.000967162,0.015748156,2,0.133687603,4,School attendance,,,MUS,Mauritius,,,
Palestine 2014,Palestine,2014,pse,14,0.019065879,d_educ_01,0.001010428,0.000396464,0.01805545,7,0.066550992,7,Schooling,,,MYT,Mayotte,,,
Palestine 2014,Palestine,2014,pse,14,0.019065879,d_elct_01,9.26E-05,7.54E-05,0.018973321,9,0.010994468,9,Electricity,,,MEX,Mexico,,,
Palestine 2014,Palestine,2014,pse,14,0.019065879,d_wtr_01,0.000143459,7.07E-05,0.01892242,8,0.011321373,8,Drinking water,,,FSM,Micronesia (Federated States of),,,
Palestine 2014,Palestine,2014,pse,14,0.019065879,d_sani_01,0.001251183,0.000589684,0.017814696,6,0.085884506,6,Sanitation,,,MDA,Moldova,,,
Palestine 2014,Palestine,2014,pse,14,0.019065879,d_hsg_01,8.29E-05,2.44E-05,0.018982983,10,0.004610689,10,Housing,,,MCO,Monaco,,,
Palestine 2014,Palestine,2014,pse,14,0.019065879,d_ckfl_01,0.001910569,0.000988665,0.01715531,5,0.144386915,3,Cooking fuel,,,MNG,Mongolia,,,
Palestine 2014,Palestine,2014,pse,14,0.019065879,d_asst_01,0.00276615,0.001476069,0.016299729,3,0.212608395,2,Assets,,,MNE,Montenegro,,,
Gabon 2012,Gabon,2012,gab,12,0.179084082,d_cm_01,0.006797556,0.015289059,0.172286525,9,0.027718659,10,Child mortality,,,MSR,Montserrat,,,
Gabon 2012,Gabon,2012,gab,12,0.179084082,d_nutr_01,0.020268565,0.04634281,0.158815517,3,0.089960621,7,Nutrition,,,MAR,Morocco,,,
Gabon 2012,Gabon,2012,gab,12,0.179084082,d_satt_01,0.004890755,0.014660387,0.174193327,10,0.027984257,9,School attendance,,,MOZ,Mozambique,,,
Gabon 2012,Gabon,2012,gab,12,0.179084082,d_educ_01,0.010499943,0.031888656,0.168584139,7,0.064889528,8,Schooling,,,MMR,Myanmar,,,
Gabon 2012,Gabon,2012,gab,12,0.179084082,d_elct_01,0.010102916,0.046316287,0.168981166,8,0.094451156,5,Electricity,,,NAM,Namibia,,,
Gabon 2012,Gabon,2012,gab,12,0.179084082,d_wtr_01,0.021979831,0.067932532,0.157104251,2,0.136864163,2,Drinking water,,,NRU,Nauru,,,
Gabon 2012,Gabon,2012,gab,12,0.179084082,d_sani_01,0.063380205,0.101947943,0.115703877,1,0.225084305,1,Sanitation,,,NPL,Nepal,,,
Gabon 2012,Gabon,2012,gab,12,0.179084082,d_hsg_01,0.015316474,0.058514842,0.163767608,4,0.118641237,4,Housing,,,NLD,Netherlands (the),,,
Gabon 2012,Gabon,2012,gab,12,0.179084082,d_ckfl_01,0.015290082,0.060832693,0.163794,5,0.123803384,3,Cooking fuel,,,NCL,New Caledonia,,,
Gabon 2012,Gabon,2012,gab,12,0.179084082,d_asst_01,0.010557756,0.044050152,0.168526326,6,0.090602691,6,Assets,,,NZL,New Zealand,,,
Albania 2009,Albania,2009,alb,9,0.086470518,d_cm_01,0.000736266,0.000931966,0.085734252,9,0.009777575,9,Child mortality,,,NIC,Nicaragua,,,
Albania 2009,Albania,2009,alb,9,0.086470518,d_nutr_01,0.008465006,0.008558856,0.078005512,4,0.090285735,5,Nutrition,,,NER,Niger (the),,,
Albania 2009,Albania,2009,alb,9,0.086470518,d_satt_01,0.003754203,0.005004678,0.082716314,6,0.054089144,6,School attendance,,,NGA,Nigeria,,,
